id,title,link,image_link,product_type,condition,availability,description,price,brand,mpn,shipping,google_product_category
MFMMHAV,"Multi Function Meat Mincer Hachoir à viande Numero 1
",https://www.facebook.com/cakadoo,https://tn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/72/5573/1.jpg?2164,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"hachoir à viande manuel Numero 12
toutes les pièces peuvent être facilement assemblées et démontées pour le nettoyage.
Nouveau design, peut vous aider à gagner du temps et des efforts pour faire du hachis, outil de hachoir parfait pour la fabrication de boulettes
Convient pour la cuisine à domicile, le restaurant, l'hôtel, la cantine et le boucher, e",48,Cakado Brand,MFMMHAV,,Home & Garden
LHRHHMV13,"Le hachoir rapide Hachoir Manuel à viande de Légumes Fruits 1300ML
",https://www.facebook.com/cakadoo,https://tn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/76/0573/1.jpg?5483,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"1. Robuste, écologique et sûr.
2. Poignée à bascule à économie de travail
3. Légumes de torsion de poignée incurvée humanisée
4. Plus d'économie de travail.
5. Trois vitesses, tordre les légumes est plus facile.",28,Cakado Brand,LHRHHMV13,,Home & Garden
AMHR500W ,"Arnica Mini Hachoir Rapid Plus 500W Made in Turkey GH21132
",https://www.facebook.com/cakadoo,https://tn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/71/5292/1.jpg?3548,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Puissance : 500 W
Capacité de la trémie : 1300 ml
Lame principale du hachoir
Utilisation pratique
Lame supérieure supplémentaire • 
Protège-lame
Trémie transparente extra durable • 
Lame double couche en acier inoxydable
Bol hachoir",74,Cakado Brand,AMHR500W ,,Home & Garden
CL13PV,Coupe Légumes 13 Pièces  Vert,https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/9/1/910vpzmo8ql_1.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"1 x partie supérieure amovible avec fonction d'auto-nettoyage
1 x base de coupe
1 récipient de 1 500 ml avec mesures
1 x couvercle de conservation pour conteneur
1 x double lame pour couper des cubes de ¼ ”x ¼” ou ½ ”x ½”
1 x double lame pour couper des cubes de ”x” ou ¼ ”x 1 ½“
1 x double lame de calage (4 pièces ou 8 pièces)
1 x tampon de coupe pour la partie supérieure
1 x couvre-lame partiel
1 x trancheur avec protège-lame
1 x porte-aliments pour trancheur
1 x plus grand avec housse de protection",29,Cakado Brand,CL13PV,,Home & Garden
SD7AECA,"Set De 7 Pots À Épices En Céramique Avec Support En Bambou - 7 Pièces
",https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/a/b/ab4a4299_1.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Multi-usages : Peut être utilisé pour contenir une variété de condiments : poivre, sucre, sel, épices, poudre de bouillon de poulet, amidon de maïs et plus.
Les bocaux condiments sont spécialement conçus pour la cuisson quotidienne, une élégante grille en bois de bambou rend tout bien organisé.
Matériau de haute qualité en porcelaine et en bambou et fabrication exquise.
",29,Cakado Brand,SD7AECA,,Home & Garden
HALVM1.5,"Hachoir À Légumes-Viande Manuel 1.5 L
",https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/a/b/ab4a5835_2.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Couteau en acier inoxydable et corps en plastique alimentaire.
Parfait pour faire des salades rapides ou cuisine des légumes.
Utilisation manuelle et simple par tourner seulement la poignée résistante à l'usure , ne pas blesser les mains et ne pas nécessiter ni batterie ni électricité.
Il est idéal pour les petites cuisines, les maisons mobiles, Voyage et le camping, facile à transporter et à stocker.",17,Cakado Brand,HALVM1.5,,Home & Garden
WCACSM5S,"Winox Couscoussier Avec Couvercle Série MAGMA 5L Super Résistante 7 Couches
",https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/u/n/untitled-1_4_6.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Winox
Matière : Aluminium + téflon
Couleur : Magma
Capacité : 5 L 
Nombre de pièces : 3
Pays de fabrication : Tunisie
Fabricant : Groupe Sopal
Durable et résistante
7 couches",82,Cakado Brand,WCACSM5S,,Home & Garden
WPA,Winox Faitout Avec Couvercle MAGMA 24 Cm   Super Résistante  7 Couches,https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/u/n/untitled-1_4_7.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Winox
Matière : Aluminium + téflon
Couleur : Magma
Diamètre : 24 cm
Nombre de pièces : 2
Pays de fabrication : Tunisie
Fabricant : Groupe Sopal
Revêtement anti-adhésif 7 couches
Durable et résistante",54,Cakado Brand,WPA,,Home & Garden
WCACG,Winox Couscoussier Avec Couvercle Gamme GRANITE   5L   Super Résistante   7 Couches,https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/f/s/fsds.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Winox
Matière : Acier inoxydable
Couleur : Gris
Pays de fabrication : Tunisie
Capacité : 5 L
Nombre de pièces : 3 
Fabricant : Groupe Sopal
Diamètre : 25 cm
7 couches anti-adhésives",84,Cakado Brand,WCACG,,Home & Garden
wfd24cac,"Winox Faitout De 24 Cm Avec Couvercle Série DIAMOND   Résistance Extrême   7 Couches
",https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/f/g/fgdfghd_2.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Winox
Matière : Aluminium + téflon
Couleur : Noir
Diamètre : 24 cm
Nombre de pièces : 2 dont 1 faitout avec un couvercle en verre
Pays de fabrication : Tunisie
Fabricant : Groupe Sopal
Durable et résistante
7 couches",50,Cakado Brand,wfd24cac,,Home & Garden
387594GRC021990-cons,Riserva Cal Vini Bianchi Flore 06 S,https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1by8wOOTmLturLoHlKT1msYk7VERjuqBV,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Fabriqués En « Star_Glass » : Un Verre Très Transparent Et 100 % Recyclable? Contenance : 39 cl - 13 1/4 oz? Dimensions:  h 205 mm - 8""  Ø 83 mm - 3 1/4""? Peuvent être Mis Au Lave-Vaisselle",58,Bormioli,387594GRC021990-cons,,Home & Garden
6192903101794-cons,Mijoteuse O 24 Couvercle En Verre,https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1bwsEJBykukG4v33KhWSMS6_QpdAJjZbE,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Mijoteuse  Ø 24 + Couvercle En Verre, La Gamme Cook'Art Tendance Est Une Exclusivité Merkado. Élue ""Produit de l'année 2019"", La Gamme Cook'Art Tendance Vous Offre Un Confort D'utilisation Avec Ses Accessoires Ergonomique & Soft Touch",25,COOK'ART,6192903101794-cons,,Home & Garden
WFACG20,"Winox Faitout Avec Couvercle GRANITE  20 Cm Super Résistante  7 Couches
",https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/q/s/qss.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Winox
Matière : Aluminium + téflon
Couleur : Gris
Diamètre : 20 cm
Nombre de pièces : 2
Pays de fabrication : Tunisie
Fabricant : Groupe Sopal
Durable et résistante
7 couches",41,Cakado Brand,WFACG20,,Home & Garden
WSACD24RE7C,Winox Sauteuse Avec Couvercle DIAMOND 24 Cm  Résistance Extrême 7 Couches,https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/u/n/untitled-1_1_31.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Winox
Matière : Aluminium + téflon
Couleur : Noir
Diamètre : 24 cm
Nombre de pièces : 2
Pays de fabrication : Tunisie
Fabricant : Groupe Sopal
Durable et résistante
7 couches",39,Cakado Brand,WSACD24RE7C,,Home & Garden
WPD30CDR,"Winox Poêle De 30 Cm Gamme DIAMOND  Résistance Extrême 7 Couches
",https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/u/n/untitled-1_1_32.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Winox
Matière : Aluminium + téflon
Couleur : Noir
Diamètre : 30 cm
Pays de fabrication : Tunisie
Fabricant : Groupe Sopal
Durable et résistante
7 couches",34,Cakado Brand,WPD30CDR,,Home & Garden
tpc24aa5,"Tem Poêle CIELO  24 Cm Anti-Adhésive  5 Couches
",https://www.facebook.com/cakadoo,https://www.wamia.tn/pub/media/catalog/product/cache/0e2aad2f25ba8034d5168100ec88fb2c/s/d/sdqsd.jpg,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Marque : Tem
Matière : Acier inoxydable
Couleur : Gris
Diamètre : 24 cm 
Pays de fabrication : Italie
5 couches anti-adhésives
Certifié pour éco label",15.9,Cakado Brand,tpc24aa5,,Home & Garden
8414270050122,Mortier En Bois Gm 12cm,https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1mrDb5r9xFmrPxy3tOQjBkrXrOyyr0hTN,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Mortier En Bois Avec Poignée 12 Cm Fabriqué En Espagne Avec Du Bois De Pin Haute Qualité Comprend La Main Convient Pour Un Usage Alimentaire Nettoyage Facile Dimensions: Diamètre Extérieur 12 Cm, Diamètre Intérieur Supérieur 9 Cm, Diamètre Inférieur 7,5 Cm, Hauteur 8,5 Cm Et Maillet 16x3,5 Cm.",19.6,Arteregal,8414270050122,,Home & Garden
8693357192782,Moule à Soufflet 18cm,https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1bEv9OqliQRSOazotTyLphJBCNumcgX6e,Home & Garden > Kitchen & Dining >,NEW,IN STOCK," Diamètre: 18 cm,",12.5,PASABAHCE,8693357192782,,Home & Garden
P14-NM-Cons,Plat à Tapas 14cm Noir Mat,https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1GE8f_3WfFK5Dv3QL-zvVQ_-gIF3CkU-c,Home & Garden > Kitchen & Dining >,NEW,IN STOCK," Céramique, Noir , Un Produit 100% Artisanal , Cuite à Une Température Plus De 1200 °C",16,2M STONEWARE,P14-NM-Cons,,Home & Garden
8034120760218,Poêle 30cm Promo Bleu Propad130w 12,https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1KeEL8n5rD2zOeJzgSd9XwwFwYcbD-vF,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"PENTAFLONn,Aluminium,Blue,30cm, 130w 12",34.9,PENTAFLON,8034120760218,,Home & Garden
GR1TOSCANAP4,"Poêle Anti-Adhésive - Capri- Revêtement Granit - 28 Cm
",https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1PQaLQHWyq_kwSOFmRxUYp353vlWtF2gX,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,"Compatibilité Tous Feux, Compatibilité Lave-Vaisselle, Revêtement Granit Anti Adhésif, Made in Italie , Diamètre 28 cm, Garantie : 1 an",97.6,oscar distribution,GR1TOSCANAP4,,Home & Garden
8693357276888,"Saladier Gondola 17Cm
",https://www.facebook.com/cakadoo,https://drive.google.com/uc?export=view&id=1ZxtzWnDqLAZqmAbNdyh3R1pwdUn-KMrJ,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,Diamètre: 17cm,4.2,PASABAHCE,8693357276888,,
,,https://www.facebook.com/cakadoo,,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,,,,,,
,,https://www.facebook.com/cakadoo,,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,,,,,,
,,https://www.facebook.com/cakadoo,,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,,,,,,
,,https://www.facebook.com/cakadoo,,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,,,,,,
,,https://www.facebook.com/cakadoo,,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,,,,,,
,,https://www.facebook.com/cakadoo,,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,,,,,,
,,https://www.facebook.com/cakadoo,,Home & Garden > Kitchen & Dining >,NEW,IN STOCK,,,,,,
